,idx,answer,predict,acc,dataset
8416,782-history-of-Kazakhstan,C,C,1,Kazakhstan
8417,783-history-of-Kazakhstan,B,C,0,Kazakhstan
8418,784-history-of-Kazakhstan,D,D,1,Kazakhstan
8419,785-history-of-Kazakhstan,C,D,0,Kazakhstan
8420,786-history-of-Kazakhstan,D,D,1,Kazakhstan
8421,787-history-of-Kazakhstan,B,C,0,Kazakhstan
8422,788-history-of-Kazakhstan,C,D,0,Kazakhstan
8423,789-history-of-Kazakhstan,E,C,0,Kazakhstan
8424,790-history-of-Kazakhstan,D,C,0,Kazakhstan
8425,791-history-of-Kazakhstan,C,C,1,Kazakhstan
8426,792-history-of-Kazakhstan,D,D,1,Kazakhstan
8427,793-history-of-Kazakhstan,A,D,0,Kazakhstan
8428,794-history-of-Kazakhstan,E,C,0,Kazakhstan
8429,795-history-of-Kazakhstan,A,D,0,Kazakhstan
8430,796-history-of-Kazakhstan,B,C,0,Kazakhstan
8431,797-history-of-Kazakhstan,B,D,0,Kazakhstan
8432,798-history-of-Kazakhstan,D,C,0,Kazakhstan
8433,799-history-of-Kazakhstan,E,C,0,Kazakhstan
8434,800-history-of-Kazakhstan,B,C,0,Kazakhstan
8435,801-history-of-Kazakhstan,A,D,0,Kazakhstan
8436,802-history-of-Kazakhstan,D,D,1,Kazakhstan
8437,803-history-of-Kazakhstan,A,D,0,Kazakhstan
8438,804-history-of-Kazakhstan,C,D,0,Kazakhstan
8439,805-history-of-Kazakhstan,B,D,0,Kazakhstan
8440,806-history-of-Kazakhstan,D,C,0,Kazakhstan
8441,807-history-of-Kazakhstan,B,C,0,Kazakhstan
8442,808-history-of-Kazakhstan,D,D,1,Kazakhstan
8443,809-history-of-Kazakhstan,C,C,1,Kazakhstan
8444,810-history-of-Kazakhstan,B,D,0,Kazakhstan
8445,811-history-of-Kazakhstan,C,D,0,Kazakhstan
8446,812-history-of-Kazakhstan,A,C,0,Kazakhstan
8447,813-history-of-Kazakhstan,A,C,0,Kazakhstan
8448,814-history-of-Kazakhstan,B,C,0,Kazakhstan
8449,815-history-of-Kazakhstan,B,C,0,Kazakhstan
8450,816-history-of-Kazakhstan,C,D,0,Kazakhstan
8451,817-history-of-Kazakhstan,C,C,1,Kazakhstan
8452,818-history-of-Kazakhstan,D,A,0,Kazakhstan
8453,819-history-of-Kazakhstan,B,C,0,Kazakhstan
8454,820-history-of-Kazakhstan,B,D,0,Kazakhstan
8455,821-history-of-Kazakhstan,B,D,0,Kazakhstan
8456,822-history-of-Kazakhstan,B,D,0,Kazakhstan
8457,823-history-of-Kazakhstan,D,D,1,Kazakhstan
8458,824-history-of-Kazakhstan,C,D,0,Kazakhstan
8459,825-history-of-Kazakhstan,C,C,1,Kazakhstan
8460,826-history-of-Kazakhstan,C,D,0,Kazakhstan
8461,827-history-of-Kazakhstan,D,D,1,Kazakhstan
8462,828-history-of-Kazakhstan,D,C,0,Kazakhstan
8463,829-history-of-Kazakhstan,E,A,0,Kazakhstan
8464,830-history-of-Kazakhstan,E,C,0,Kazakhstan
8465,831-history-of-Kazakhstan,B,D,0,Kazakhstan
8466,832-history-of-Kazakhstan,B,C,0,Kazakhstan
8467,833-history-of-Kazakhstan,A,D,0,Kazakhstan
8468,834-history-of-Kazakhstan,C,C,1,Kazakhstan
8469,835-history-of-Kazakhstan,D,D,1,Kazakhstan
8470,836-history-of-Kazakhstan,E,D,0,Kazakhstan
8471,837-history-of-Kazakhstan,C,D,0,Kazakhstan
8472,838-history-of-Kazakhstan,D,C,0,Kazakhstan
8473,839-history-of-Kazakhstan,C,C,1,Kazakhstan
8474,840-history-of-Kazakhstan,B,C,0,Kazakhstan
8475,841-history-of-Kazakhstan,A,C,0,Kazakhstan
8476,842-history-of-Kazakhstan,D,C,0,Kazakhstan
8477,843-history-of-Kazakhstan,E,D,0,Kazakhstan
8478,844-history-of-Kazakhstan,E,C,0,Kazakhstan
8479,845-history-of-Kazakhstan,A,C,0,Kazakhstan
8480,846-history-of-Kazakhstan,E,D,0,Kazakhstan
8481,847-history-of-Kazakhstan,D,C,0,Kazakhstan
8482,848-history-of-Kazakhstan,E,D,0,Kazakhstan
8483,849-history-of-Kazakhstan,C,D,0,Kazakhstan
8484,850-history-of-Kazakhstan,C,D,0,Kazakhstan
8485,851-history-of-Kazakhstan,A,C,0,Kazakhstan
8486,852-history-of-Kazakhstan,A,D,0,Kazakhstan
8487,853-history-of-Kazakhstan,C,C,1,Kazakhstan
8488,854-history-of-Kazakhstan,D,D,1,Kazakhstan
8489,855-history-of-Kazakhstan,E,C,0,Kazakhstan
8490,856-history-of-Kazakhstan,C,C,1,Kazakhstan
8491,857-history-of-Kazakhstan,D,D,1,Kazakhstan
8492,858-history-of-Kazakhstan,C,D,0,Kazakhstan
8493,859-history-of-Kazakhstan,B,D,0,Kazakhstan
8494,860-history-of-Kazakhstan,E,D,0,Kazakhstan
8495,861-history-of-Kazakhstan,A,D,0,Kazakhstan
8496,862-history-of-Kazakhstan,A,C,0,Kazakhstan
8497,863-history-of-Kazakhstan,D,A,0,Kazakhstan
8498,864-history-of-Kazakhstan,C,C,1,Kazakhstan
8499,865-history-of-Kazakhstan,D,C,0,Kazakhstan
8500,866-history-of-Kazakhstan,C,D,0,Kazakhstan
8501,867-history-of-Kazakhstan,A,C,0,Kazakhstan
8502,868-history-of-Kazakhstan,A,D,0,Kazakhstan
8503,869-history-of-Kazakhstan,D,C,0,Kazakhstan
8504,870-history-of-Kazakhstan,D,D,1,Kazakhstan
8505,871-history-of-Kazakhstan,E,D,0,Kazakhstan
8506,872-history-of-Kazakhstan,D,D,1,Kazakhstan
8507,873-history-of-Kazakhstan,D,D,1,Kazakhstan
8508,874-history-of-Kazakhstan,B,C,0,Kazakhstan
8509,875-history-of-Kazakhstan,B,D,0,Kazakhstan
8510,876-history-of-Kazakhstan,C,C,1,Kazakhstan
8511,877-history-of-Kazakhstan,C,D,0,Kazakhstan
8512,878-history-of-Kazakhstan,E,C,0,Kazakhstan
8513,879-history-of-Kazakhstan,D,C,0,Kazakhstan
8514,880-history-of-Kazakhstan,D,C,0,Kazakhstan
8515,881-history-of-Kazakhstan,E,C,0,Kazakhstan
8516,882-history-of-Kazakhstan,C,D,0,Kazakhstan
8517,883-history-of-Kazakhstan,B,C,0,Kazakhstan
8518,884-history-of-Kazakhstan,C,D,0,Kazakhstan
8519,885-history-of-Kazakhstan,B,A,0,Kazakhstan
8520,886-history-of-Kazakhstan,D,D,1,Kazakhstan
8521,887-history-of-Kazakhstan,C,D,0,Kazakhstan
8522,888-history-of-Kazakhstan,A,D,0,Kazakhstan
8523,889-history-of-Kazakhstan,D,D,1,Kazakhstan
8524,890-history-of-Kazakhstan,C,D,0,Kazakhstan
8525,891-history-of-Kazakhstan,D,D,1,Kazakhstan
8526,892-history-of-Kazakhstan,B,A,0,Kazakhstan
8527,893-history-of-Kazakhstan,E,D,0,Kazakhstan
8528,894-history-of-Kazakhstan,E,C,0,Kazakhstan
8529,895-history-of-Kazakhstan,E,C,0,Kazakhstan
8530,896-history-of-Kazakhstan,C,D,0,Kazakhstan
8531,897-history-of-Kazakhstan,B,C,0,Kazakhstan
8532,898-history-of-Kazakhstan,A,C,0,Kazakhstan
8533,899-history-of-Kazakhstan,D,D,1,Kazakhstan
8534,900-history-of-Kazakhstan,D,A,0,Kazakhstan
8535,901-history-of-Kazakhstan,A,A,1,Kazakhstan
8536,902-history-of-Kazakhstan,A,C,0,Kazakhstan
8537,903-history-of-Kazakhstan,D,D,1,Kazakhstan
8538,904-history-of-Kazakhstan,A,C,0,Kazakhstan
8539,905-history-of-Kazakhstan,E,A,0,Kazakhstan
8540,906-history-of-Kazakhstan,C,D,0,Kazakhstan
8541,907-history-of-Kazakhstan,A,C,0,Kazakhstan
8542,908-history-of-Kazakhstan,B,C,0,Kazakhstan
8543,909-history-of-Kazakhstan,B,C,0,Kazakhstan
8544,910-history-of-Kazakhstan,E,D,0,Kazakhstan
8545,911-history-of-Kazakhstan,A,D,0,Kazakhstan
8546,912-history-of-Kazakhstan,A,C,0,Kazakhstan
8547,913-history-of-Kazakhstan,E,C,0,Kazakhstan
8548,914-history-of-Kazakhstan,A,A,1,Kazakhstan
8549,915-history-of-Kazakhstan,D,A,0,Kazakhstan
8550,916-history-of-Kazakhstan,D,A,0,Kazakhstan
8551,917-history-of-Kazakhstan,D,C,0,Kazakhstan
8552,918-history-of-Kazakhstan,C,D,0,Kazakhstan
8553,919-history-of-Kazakhstan,A,D,0,Kazakhstan
8554,920-history-of-Kazakhstan,D,C,0,Kazakhstan
8555,921-history-of-Kazakhstan,E,C,0,Kazakhstan
8556,922-history-of-Kazakhstan,A,A,1,Kazakhstan
8557,923-history-of-Kazakhstan,E,A,0,Kazakhstan
8558,924-history-of-Kazakhstan,E,D,0,Kazakhstan
8559,925-history-of-Kazakhstan,E,D,0,Kazakhstan
8560,926-history-of-Kazakhstan,D,D,1,Kazakhstan
8561,927-history-of-Kazakhstan,D,C,0,Kazakhstan
8562,928-history-of-Kazakhstan,D,A,0,Kazakhstan
8563,929-history-of-Kazakhstan,D,C,0,Kazakhstan
8564,930-history-of-Kazakhstan,C,D,0,Kazakhstan
8565,931-history-of-Kazakhstan,D,D,1,Kazakhstan
8566,932-history-of-Kazakhstan,C,C,1,Kazakhstan
8567,933-history-of-Kazakhstan,D,C,0,Kazakhstan
8568,934-history-of-Kazakhstan,C,C,1,Kazakhstan
8569,935-history-of-Kazakhstan,C,D,0,Kazakhstan
8570,936-history-of-Kazakhstan,C,D,0,Kazakhstan
8571,937-history-of-Kazakhstan,A,C,0,Kazakhstan
8572,938-history-of-Kazakhstan,D,D,1,Kazakhstan
8573,939-history-of-Kazakhstan,C,D,0,Kazakhstan
8574,940-history-of-Kazakhstan,D,D,1,Kazakhstan
8575,941-history-of-Kazakhstan,A,C,0,Kazakhstan
8576,942-history-of-Kazakhstan,A,D,0,Kazakhstan
8577,943-history-of-Kazakhstan,D,C,0,Kazakhstan
8578,944-history-of-Kazakhstan,D,C,0,Kazakhstan
8579,945-history-of-Kazakhstan,C,C,1,Kazakhstan
8580,946-history-of-Kazakhstan,B,A,0,Kazakhstan
8581,947-history-of-Kazakhstan,E,D,0,Kazakhstan
8582,948-history-of-Kazakhstan,E,C,0,Kazakhstan
8583,949-history-of-Kazakhstan,C,D,0,Kazakhstan
8584,950-history-of-Kazakhstan,B,C,0,Kazakhstan
8585,951-history-of-Kazakhstan,D,D,1,Kazakhstan
8586,952-history-of-Kazakhstan,B,A,0,Kazakhstan
8587,953-history-of-Kazakhstan,E,C,0,Kazakhstan
8588,954-history-of-Kazakhstan,A,D,0,Kazakhstan
8589,955-history-of-Kazakhstan,D,D,1,Kazakhstan
8590,956-history-of-Kazakhstan,A,D,0,Kazakhstan
8591,957-history-of-Kazakhstan,E,C,0,Kazakhstan
8592,958-history-of-Kazakhstan,B,H,0,Kazakhstan
8593,959-history-of-Kazakhstan,B,D,0,Kazakhstan
8594,960-history-of-Kazakhstan,E,D,0,Kazakhstan
8595,961-history-of-Kazakhstan,A,C,0,Kazakhstan
8596,962-history-of-Kazakhstan,C,D,0,Kazakhstan
8597,963-history-of-Kazakhstan,C,C,1,Kazakhstan
8598,964-history-of-Kazakhstan,D,D,1,Kazakhstan
8599,965-history-of-Kazakhstan,C,C,1,Kazakhstan
8600,966-history-of-Kazakhstan,B,C,0,Kazakhstan
8601,967-history-of-Kazakhstan,C,D,0,Kazakhstan
8602,968-history-of-Kazakhstan,D,D,1,Kazakhstan
8603,969-history-of-Kazakhstan,C,C,1,Kazakhstan
8604,970-history-of-Kazakhstan,E,A,0,Kazakhstan
8605,971-history-of-Kazakhstan,D,C,0,Kazakhstan
8606,972-history-of-Kazakhstan,C,D,0,Kazakhstan
8607,973-history-of-Kazakhstan,E,C,0,Kazakhstan
8608,974-history-of-Kazakhstan,C,D,0,Kazakhstan
8609,975-history-of-Kazakhstan,C,D,0,Kazakhstan
8610,976-history-of-Kazakhstan,C,D,0,Kazakhstan
8611,977-history-of-Kazakhstan,D,A,0,Kazakhstan
8612,978-history-of-Kazakhstan,A,C,0,Kazakhstan
8613,979-history-of-Kazakhstan,E,C,0,Kazakhstan
8614,980-history-of-Kazakhstan,A,C,0,Kazakhstan
8615,981-history-of-Kazakhstan,D,D,1,Kazakhstan
8616,982-history-of-Kazakhstan,D,C,0,Kazakhstan
8617,983-history-of-Kazakhstan,D,D,1,Kazakhstan
8618,984-history-of-Kazakhstan,D,C,0,Kazakhstan
8619,985-history-of-Kazakhstan,D,D,1,Kazakhstan
8620,986-history-of-Kazakhstan,D,C,0,Kazakhstan
8621,987-history-of-Kazakhstan,D,D,1,Kazakhstan
8622,988-history-of-Kazakhstan,D,A,0,Kazakhstan
8623,989-history-of-Kazakhstan,D,C,0,Kazakhstan
8624,990-history-of-Kazakhstan,C,D,0,Kazakhstan
8625,991-history-of-Kazakhstan,A,C,0,Kazakhstan
8626,992-history-of-Kazakhstan,E,A,0,Kazakhstan
8627,993-history-of-Kazakhstan,E,C,0,Kazakhstan
8628,994-history-of-Kazakhstan,D,D,1,Kazakhstan
8629,995-history-of-Kazakhstan,C,A,0,Kazakhstan
8630,996-history-of-Kazakhstan,B,C,0,Kazakhstan
8631,997-history-of-Kazakhstan,A,A,1,Kazakhstan
8632,998-history-of-Kazakhstan,B,C,0,Kazakhstan
8633,999-history-of-Kazakhstan,B,D,0,Kazakhstan
8634,1000-history-of-Kazakhstan,A,C,0,Kazakhstan
8635,1001-history-of-Kazakhstan,E,A,0,Kazakhstan
8636,1002-history-of-Kazakhstan,A,C,0,Kazakhstan
8637,1003-history-of-Kazakhstan,E,D,0,Kazakhstan
8638,1004-history-of-Kazakhstan,B,D,0,Kazakhstan
8639,1005-history-of-Kazakhstan,B,D,0,Kazakhstan
8640,1006-history-of-Kazakhstan,B,D,0,Kazakhstan
8641,1007-history-of-Kazakhstan,E,C,0,Kazakhstan
8642,1008-history-of-Kazakhstan,C,C,1,Kazakhstan
8643,1009-history-of-Kazakhstan,D,C,0,Kazakhstan
8644,1010-history-of-Kazakhstan,A,D,0,Kazakhstan
8645,1011-history-of-Kazakhstan,C,D,0,Kazakhstan
8646,1012-history-of-Kazakhstan,B,H,0,Kazakhstan
8647,1013-history-of-Kazakhstan,A,C,0,Kazakhstan
8648,1014-history-of-Kazakhstan,D,D,1,Kazakhstan
8649,1015-history-of-Kazakhstan,A,C,0,Kazakhstan
8650,1016-history-of-Kazakhstan,B,C,0,Kazakhstan
8651,1017-history-of-Kazakhstan,C,C,1,Kazakhstan
8652,1018-history-of-Kazakhstan,C,D,0,Kazakhstan
8653,1019-history-of-Kazakhstan,B,C,0,Kazakhstan
8654,1020-history-of-Kazakhstan,B,D,0,Kazakhstan
8655,1021-history-of-Kazakhstan,C,C,1,Kazakhstan
8656,1022-history-of-Kazakhstan,B,C,0,Kazakhstan
8657,1023-history-of-Kazakhstan,E,A,0,Kazakhstan
8658,1024-history-of-Kazakhstan,D,A,0,Kazakhstan
8659,1025-history-of-Kazakhstan,E,C,0,Kazakhstan
8660,1026-history-of-Kazakhstan,B,D,0,Kazakhstan
8661,1027-history-of-Kazakhstan,D,C,0,Kazakhstan
8662,1028-history-of-Kazakhstan,C,D,0,Kazakhstan
8663,1029-history-of-Kazakhstan,C,C,1,Kazakhstan
8664,1030-history-of-Kazakhstan,C,C,1,Kazakhstan
8665,1031-history-of-Kazakhstan,B,A,0,Kazakhstan
8666,1032-history-of-Kazakhstan,A,C,0,Kazakhstan
8667,1033-history-of-Kazakhstan,A,D,0,Kazakhstan
8668,1034-history-of-Kazakhstan,A,D,0,Kazakhstan
8669,1035-history-of-Kazakhstan,A,C,0,Kazakhstan
8670,1036-history-of-Kazakhstan,E,D,0,Kazakhstan
8671,1037-history-of-Kazakhstan,D,C,0,Kazakhstan
8672,1038-history-of-Kazakhstan,B,A,0,Kazakhstan
8673,1039-history-of-Kazakhstan,C,C,1,Kazakhstan
8674,1040-history-of-Kazakhstan,E,D,0,Kazakhstan
8675,1041-history-of-Kazakhstan,C,C,1,Kazakhstan
8676,1042-history-of-Kazakhstan,E,C,0,Kazakhstan
8677,1043-history-of-Kazakhstan,B,A,0,Kazakhstan
8678,1044-history-of-Kazakhstan,B,A,0,Kazakhstan
8679,1045-history-of-Kazakhstan,C,D,0,Kazakhstan
8680,1046-history-of-Kazakhstan,C,C,1,Kazakhstan
8681,1047-history-of-Kazakhstan,C,C,1,Kazakhstan
8682,1048-history-of-Kazakhstan,E,C,0,Kazakhstan
8683,1049-history-of-Kazakhstan,D,D,1,Kazakhstan
8684,1050-history-of-Kazakhstan,C,D,0,Kazakhstan
8685,1051-history-of-Kazakhstan,A,D,0,Kazakhstan
8686,1052-history-of-Kazakhstan,B,C,0,Kazakhstan
8687,1053-history-of-Kazakhstan,C,D,0,Kazakhstan
8688,1054-history-of-Kazakhstan,E,C,0,Kazakhstan
8689,1055-history-of-Kazakhstan,A,A,1,Kazakhstan
8690,1056-history-of-Kazakhstan,B,A,0,Kazakhstan
8691,1057-history-of-Kazakhstan,B,D,0,Kazakhstan
8692,1058-history-of-Kazakhstan,A,D,0,Kazakhstan
8693,1059-history-of-Kazakhstan,C,D,0,Kazakhstan
8694,1060-history-of-Kazakhstan,B,C,0,Kazakhstan
8695,1061-history-of-Kazakhstan,B,C,0,Kazakhstan
8696,1062-history-of-Kazakhstan,D,A,0,Kazakhstan
8697,1063-history-of-Kazakhstan,D,D,1,Kazakhstan
8698,1064-history-of-Kazakhstan,A,D,0,Kazakhstan
8699,1065-history-of-Kazakhstan,C,D,0,Kazakhstan
8700,1066-history-of-Kazakhstan,D,D,1,Kazakhstan
8701,1067-history-of-Kazakhstan,C,A,0,Kazakhstan
8702,1068-history-of-Kazakhstan,A,D,0,Kazakhstan
8703,1069-history-of-Kazakhstan,D,C,0,Kazakhstan
8704,1070-history-of-Kazakhstan,B,D,0,Kazakhstan
8705,1071-history-of-Kazakhstan,E,C,0,Kazakhstan
8706,1072-history-of-Kazakhstan,B,C,0,Kazakhstan
8707,1073-history-of-Kazakhstan,C,C,1,Kazakhstan
8708,1074-history-of-Kazakhstan,E,C,0,Kazakhstan
8709,1075-history-of-Kazakhstan,E,D,0,Kazakhstan
8710,1076-history-of-Kazakhstan,E,D,0,Kazakhstan
8711,1077-history-of-Kazakhstan,C,C,1,Kazakhstan
8712,1078-history-of-Kazakhstan,B,C,0,Kazakhstan
8713,1079-history-of-Kazakhstan,D,A,0,Kazakhstan
8714,1080-history-of-Kazakhstan,D,C,0,Kazakhstan
8715,1081-history-of-Kazakhstan,A,D,0,Kazakhstan
8716,1082-history-of-Kazakhstan,A,D,0,Kazakhstan
8717,1083-history-of-Kazakhstan,A,D,0,Kazakhstan
8718,1084-history-of-Kazakhstan,D,C,0,Kazakhstan
8719,1085-history-of-Kazakhstan,C,D,0,Kazakhstan
8720,1086-history-of-Kazakhstan,C,D,0,Kazakhstan
8721,1087-history-of-Kazakhstan,D,C,0,Kazakhstan
8722,1088-history-of-Kazakhstan,A,D,0,Kazakhstan
8723,1089-history-of-Kazakhstan,C,D,0,Kazakhstan
8724,1090-history-of-Kazakhstan,E,D,0,Kazakhstan
8725,1091-history-of-Kazakhstan,E,D,0,Kazakhstan
8726,1092-history-of-Kazakhstan,A,D,0,Kazakhstan
8727,1093-history-of-Kazakhstan,A,D,0,Kazakhstan
8728,1094-history-of-Kazakhstan,E,D,0,Kazakhstan
8729,1095-history-of-Kazakhstan,C,D,0,Kazakhstan
8730,1096-history-of-Kazakhstan,C,C,1,Kazakhstan
8731,1097-history-of-Kazakhstan,C,C,1,Kazakhstan
8732,1098-history-of-Kazakhstan,C,C,1,Kazakhstan
8733,1099-history-of-Kazakhstan,C,D,0,Kazakhstan
8734,1100-history-of-Kazakhstan,B,D,0,Kazakhstan
8735,1101-history-of-Kazakhstan,B,C,0,Kazakhstan
8736,1102-history-of-Kazakhstan,E,C,0,Kazakhstan
8737,1103-history-of-Kazakhstan,D,D,1,Kazakhstan
8738,1104-history-of-Kazakhstan,B,D,0,Kazakhstan
8739,1105-history-of-Kazakhstan,C,D,0,Kazakhstan
8740,1106-history-of-Kazakhstan,E,C,0,Kazakhstan
8741,1107-history-of-Kazakhstan,B,D,0,Kazakhstan
8742,1108-history-of-Kazakhstan,D,D,1,Kazakhstan
8743,1109-history-of-Kazakhstan,B,D,0,Kazakhstan
8744,1110-history-of-Kazakhstan,B,D,0,Kazakhstan
8745,1111-history-of-Kazakhstan,B,D,0,Kazakhstan
8746,1112-history-of-Kazakhstan,B,C,0,Kazakhstan
8747,1113-history-of-Kazakhstan,E,C,0,Kazakhstan
8748,1114-history-of-Kazakhstan,A,D,0,Kazakhstan
8749,1115-history-of-Kazakhstan,C,C,1,Kazakhstan
8750,1116-history-of-Kazakhstan,A,D,0,Kazakhstan
8751,1117-history-of-Kazakhstan,A,A,1,Kazakhstan
8752,1118-history-of-Kazakhstan,D,C,0,Kazakhstan
8753,1119-history-of-Kazakhstan,A,D,0,Kazakhstan
8754,1120-history-of-Kazakhstan,B,C,0,Kazakhstan
8755,1121-history-of-Kazakhstan,A,D,0,Kazakhstan
8756,1122-history-of-Kazakhstan,C,D,0,Kazakhstan
8757,1123-history-of-Kazakhstan,B,A,0,Kazakhstan
8758,1124-history-of-Kazakhstan,B,D,0,Kazakhstan
8759,1125-history-of-Kazakhstan,C,D,0,Kazakhstan
8760,1126-history-of-Kazakhstan,A,C,0,Kazakhstan
8761,1127-history-of-Kazakhstan,E,D,0,Kazakhstan
8762,1128-history-of-Kazakhstan,D,A,0,Kazakhstan
8763,1129-history-of-Kazakhstan,C,A,0,Kazakhstan
8764,1130-history-of-Kazakhstan,D,C,0,Kazakhstan
8765,1131-history-of-Kazakhstan,D,D,1,Kazakhstan
8766,1132-history-of-Kazakhstan,E,D,0,Kazakhstan
8767,1133-history-of-Kazakhstan,C,D,0,Kazakhstan
8768,1134-history-of-Kazakhstan,C,D,0,Kazakhstan
8769,1135-history-of-Kazakhstan,C,A,0,Kazakhstan
8770,1136-history-of-Kazakhstan,B,D,0,Kazakhstan
8771,1137-history-of-Kazakhstan,C,D,0,Kazakhstan
8772,1138-history-of-Kazakhstan,A,C,0,Kazakhstan
8773,1139-history-of-Kazakhstan,B,D,0,Kazakhstan
8774,1140-history-of-Kazakhstan,E,D,0,Kazakhstan
8775,1141-history-of-Kazakhstan,B,C,0,Kazakhstan
8776,1142-history-of-Kazakhstan,A,C,0,Kazakhstan
8777,1143-history-of-Kazakhstan,B,D,0,Kazakhstan
8778,1144-history-of-Kazakhstan,C,D,0,Kazakhstan
8779,1145-history-of-Kazakhstan,C,C,1,Kazakhstan
8780,1146-history-of-Kazakhstan,E,A,0,Kazakhstan
8781,1147-history-of-Kazakhstan,D,C,0,Kazakhstan
8782,1148-history-of-Kazakhstan,C,D,0,Kazakhstan
8783,1149-history-of-Kazakhstan,A,C,0,Kazakhstan
8784,1150-history-of-Kazakhstan,E,D,0,Kazakhstan
8785,1151-history-of-Kazakhstan,E,C,0,Kazakhstan
8786,1152-history-of-Kazakhstan,B,C,0,Kazakhstan
8787,1153-history-of-Kazakhstan,B,A,0,Kazakhstan
8788,1154-history-of-Kazakhstan,E,D,0,Kazakhstan
8789,1155-history-of-Kazakhstan,E,D,0,Kazakhstan
8790,1156-history-of-Kazakhstan,D,D,1,Kazakhstan
8791,1157-history-of-Kazakhstan,D,C,0,Kazakhstan
8792,1158-history-of-Kazakhstan,A,C,0,Kazakhstan
8793,1159-history-of-Kazakhstan,E,D,0,Kazakhstan
8794,1160-history-of-Kazakhstan,A,C,0,Kazakhstan
8795,1161-history-of-Kazakhstan,A,C,0,Kazakhstan
8796,1162-history-of-Kazakhstan,B,C,0,Kazakhstan
8797,1163-history-of-Kazakhstan,D,D,1,Kazakhstan
8798,1164-history-of-Kazakhstan,A,D,0,Kazakhstan
8799,1165-history-of-Kazakhstan,A,C,0,Kazakhstan
8800,1166-history-of-Kazakhstan,C,D,0,Kazakhstan
8801,1167-history-of-Kazakhstan,B,D,0,Kazakhstan
8802,1168-history-of-Kazakhstan,B,D,0,Kazakhstan
8803,1169-history-of-Kazakhstan,A,C,0,Kazakhstan
8804,1170-history-of-Kazakhstan,C,D,0,Kazakhstan
8805,1171-history-of-Kazakhstan,E,D,0,Kazakhstan
8806,1172-history-of-Kazakhstan,B,D,0,Kazakhstan
8807,1173-history-of-Kazakhstan,D,D,1,Kazakhstan
8808,1174-history-of-Kazakhstan,E,D,0,Kazakhstan
8809,1175-history-of-Kazakhstan,B,C,0,Kazakhstan
8810,1176-history-of-Kazakhstan,E,D,0,Kazakhstan
8811,1177-history-of-Kazakhstan,A,C,0,Kazakhstan
8812,1178-history-of-Kazakhstan,D,C,0,Kazakhstan
8813,1179-history-of-Kazakhstan,A,D,0,Kazakhstan
8814,1180-history-of-Kazakhstan,B,C,0,Kazakhstan
8815,1181-history-of-Kazakhstan,D,C,0,Kazakhstan
8816,1182-history-of-Kazakhstan,B,D,0,Kazakhstan
8817,1183-history-of-Kazakhstan,B,D,0,Kazakhstan
8818,1184-history-of-Kazakhstan,B,C,0,Kazakhstan
8819,1185-history-of-Kazakhstan,E,C,0,Kazakhstan
8820,1186-history-of-Kazakhstan,A,D,0,Kazakhstan
8821,1187-history-of-Kazakhstan,A,C,0,Kazakhstan
8822,1188-history-of-Kazakhstan,A,C,0,Kazakhstan
8823,1189-history-of-Kazakhstan,A,D,0,Kazakhstan
8824,1190-history-of-Kazakhstan,C,D,0,Kazakhstan
8825,1191-history-of-Kazakhstan,D,A,0,Kazakhstan
8826,1192-history-of-Kazakhstan,C,D,0,Kazakhstan
8827,1193-history-of-Kazakhstan,A,D,0,Kazakhstan
8828,1194-history-of-Kazakhstan,A,C,0,Kazakhstan
8829,1195-history-of-Kazakhstan,E,C,0,Kazakhstan
8830,1196-history-of-Kazakhstan,A,C,0,Kazakhstan
8831,1197-history-of-Kazakhstan,A,C,0,Kazakhstan
8832,1198-history-of-Kazakhstan,D,D,1,Kazakhstan
8833,1199-history-of-Kazakhstan,D,D,1,Kazakhstan
8834,1200-history-of-Kazakhstan,A,D,0,Kazakhstan
8835,1201-history-of-Kazakhstan,A,D,0,Kazakhstan
8836,1202-history-of-Kazakhstan,E,D,0,Kazakhstan
8837,1203-history-of-Kazakhstan,B,D,0,Kazakhstan
8838,1204-history-of-Kazakhstan,D,C,0,Kazakhstan
8839,1205-history-of-Kazakhstan,D,D,1,Kazakhstan
8840,1206-history-of-Kazakhstan,D,D,1,Kazakhstan
8841,1207-history-of-Kazakhstan,E,D,0,Kazakhstan
8842,1208-history-of-Kazakhstan,A,D,0,Kazakhstan
8843,1209-history-of-Kazakhstan,B,D,0,Kazakhstan
8844,1210-history-of-Kazakhstan,A,D,0,Kazakhstan
8845,1211-history-of-Kazakhstan,B,D,0,Kazakhstan
8846,1212-history-of-Kazakhstan,A,C,0,Kazakhstan
8847,1213-history-of-Kazakhstan,E,D,0,Kazakhstan
8848,1214-history-of-Kazakhstan,D,D,1,Kazakhstan
8849,1215-history-of-Kazakhstan,D,C,0,Kazakhstan
8850,1216-history-of-Kazakhstan,C,C,1,Kazakhstan
8851,1217-history-of-Kazakhstan,D,A,0,Kazakhstan
8852,1218-history-of-Kazakhstan,C,C,1,Kazakhstan
8853,1219-history-of-Kazakhstan,C,D,0,Kazakhstan
8854,1220-history-of-Kazakhstan,C,D,0,Kazakhstan
8855,1221-history-of-Kazakhstan,D,D,1,Kazakhstan
8856,1222-history-of-Kazakhstan,E,C,0,Kazakhstan
8857,1223-history-of-Kazakhstan,C,D,0,Kazakhstan
8858,1224-history-of-Kazakhstan,D,D,1,Kazakhstan
